"","NA.","experience","Primary.specialty","grads"
"3069","3069",42,"ALLERGY/IMMUNOLOGY",59
"3070","3070",42,"ANESTHESIOLOGY",205
"3071","3071",42,"ANESTHESIOLOGY ASSISTANT",3
"3072","3072",42,"AUDIOLOGIST",22
"3073","3073",42,"CARDIAC ELECTROPHYSIOLOGY",5
"3074","3074",42,"CARDIAC SURGERY",27
"3075","3075",42,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",305
"3076","3076",42,"CERTIFIED NURSE MIDWIFE",6
"3077","3077",42,"CERTIFIED REGISTERED NURSE ANESTHETIST",107
"3078","3078",42,"CHIROPRACTIC",118
"3079","3079",42,"CLINICAL NURSE SPECIALIST",11
"3080","3080",42,"CLINICAL PSYCHOLOGIST",241
"3081","3081",42,"CLINICAL SOCIAL WORKER",280
"3082","3082",42,"COLORECTAL SURGERY (PROCTOLOGY)",16
"3083","3083",42,"CRITICAL CARE (INTENSIVISTS)",7
"3084","3084",42,"DERMATOLOGY",128
"3085","3085",42,"DIAGNOSTIC RADIOLOGY",205
"3086","3086",42,"EMERGENCY MEDICINE",112
"3087","3087",42,"ENDOCRINOLOGY",60
"3088","3088",42,"FAMILY PRACTICE",639
"3089","3089",42,"GASTROENTEROLOGY",182
"3090","3090",42,"GENERAL PRACTICE",136
"3091","3091",42,"GENERAL SURGERY",225
"3092","3092",42,"GERIATRIC MEDICINE",15
"3093","3093",42,"GERIATRIC PSYCHIATRY",3
"3094","3094",42,"GYNECOLOGICAL ONCOLOGY",5
"3095","3095",42,"HAND SURGERY",13
"3096","3096",42,"HEMATOLOGY",19
"3097","3097",42,"HEMATOLOGY/ONCOLOGY",93
"3098","3098",42,"HOSPICE/PALLIATIVE CARE",8
"3099","3099",42,"INFECTIOUS DISEASE",49
"3100","3100",42,"INTERNAL MEDICINE",758
"3101","3101",42,"INTERVENTIONAL CARDIOLOGY",15
"3102","3102",42,"INTERVENTIONAL PAIN MANAGEMENT",8
"3103","3103",42,"INTERVENTIONAL RADIOLOGY",6
"3104","3104",42,"MAXILLOFACIAL SURGERY",12
"3105","3105",42,"MEDICAL ONCOLOGY",42
"3106","3106",42,"NEPHROLOGY",88
"3107","3107",42,"NEUROLOGY",150
"3108","3108",42,"NEUROPSYCHIATRY",1
"3109","3109",42,"NEUROSURGERY",42
"3110","3110",42,"NUCLEAR MEDICINE",5
"3111","3111",42,"NURSE PRACTITIONER",48
"3112","3112",42,"OBSTETRICS/GYNECOLOGY",266
"3113","3113",42,"OCCUPATIONAL THERAPY",9
"3114","3114",42,"OPHTHALMOLOGY",227
"3115","3115",42,"OPTOMETRY",270
"3116","3116",42,"ORAL SURGERY (DENTIST ONLY)",26
"3117","3117",42,"ORTHOPEDIC SURGERY",274
"3118","3118",42,"OSTEOPATHIC MANIPULATIVE MEDICINE",4
"3119","3119",42,"OTOLARYNGOLOGY",107
"3120","3120",42,"PAIN MANAGEMENT",12
"3121","3121",42,"PATHOLOGY",114
"3122","3122",42,"PEDIATRIC MEDICINE",74
"3123","3123",42,"PERIPHERAL VASCULAR DISEASE",1
"3124","3124",42,"PHYSICAL MEDICINE AND REHABILITATION",34
"3125","3125",42,"PHYSICAL THERAPY",141
"3126","3126",42,"PHYSICIAN ASSISTANT",3
"3127","3127",42,"PLASTIC AND RECONSTRUCTIVE SURGERY",59
"3128","3128",42,"PODIATRY",80
"3129","3129",42,"PREVENTATIVE MEDICINE",3
"3130","3130",42,"PSYCHIATRY",324
"3131","3131",42,"PULMONARY DISEASE",117
"3132","3132",42,"RADIATION ONCOLOGY",48
"3133","3133",42,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",15
"3134","3134",42,"RHEUMATOLOGY",79
"3135","3135",42,"SLEEP LABORATORY/MEDICINE",1
"3136","3136",42,"SPEECH LANGUAGE PATHOLOGIST",7
"3137","3137",42,"SPORTS MEDICINE",2
"3138","3138",42,"SURGICAL ONCOLOGY",3
"3139","3139",42,"THORACIC SURGERY",23
"3140","3140",42,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",4
"3141","3141",42,"UROLOGY",125
"3142","3142",42,"VASCULAR SURGERY",41
"3143","3143",43,"ADDICTION MEDICINE",3
"3144","3144",43,"ALLERGY/IMMUNOLOGY",60
"3145","3145",43,"ANESTHESIOLOGY",202
"3146","3146",43,"AUDIOLOGIST",20
"3147","3147",43,"CARDIAC ELECTROPHYSIOLOGY",1
"3148","3148",43,"CARDIAC SURGERY",16
"3149","3149",43,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",276
"3150","3150",43,"CERTIFIED REGISTERED NURSE ANESTHETIST",107
"3151","3151",43,"CHIROPRACTIC",113
"3152","3152",43,"CLINICAL NURSE SPECIALIST",13
"3153","3153",43,"CLINICAL PSYCHOLOGIST",201
"3154","3154",43,"CLINICAL SOCIAL WORKER",268
"3155","3155",43,"COLORECTAL SURGERY (PROCTOLOGY)",10
"3156","3156",43,"CRITICAL CARE (INTENSIVISTS)",13
"3157","3157",43,"DERMATOLOGY",125
"3158","3158",43,"DIAGNOSTIC RADIOLOGY",210
"3159","3159",43,"EMERGENCY MEDICINE",98
"3160","3160",43,"ENDOCRINOLOGY",60
"3161","3161",43,"FAMILY PRACTICE",532
"3162","3162",43,"GASTROENTEROLOGY",154
"3163","3163",43,"GENERAL PRACTICE",127
"3164","3164",43,"GENERAL SURGERY",215
"3165","3165",43,"GERIATRIC MEDICINE",4
"3166","3166",43,"GERIATRIC PSYCHIATRY",1
"3167","3167",43,"GYNECOLOGICAL ONCOLOGY",12
"3168","3168",43,"HAND SURGERY",6
"3169","3169",43,"HEMATOLOGY",9
"3170","3170",43,"HEMATOLOGY/ONCOLOGY",84
"3171","3171",43,"HOSPICE/PALLIATIVE CARE",3
"3172","3172",43,"INFECTIOUS DISEASE",48
"3173","3173",43,"INTERNAL MEDICINE",691
"3174","3174",43,"INTERVENTIONAL CARDIOLOGY",14
"3175","3175",43,"INTERVENTIONAL PAIN MANAGEMENT",7
"3176","3176",43,"INTERVENTIONAL RADIOLOGY",7
"3177","3177",43,"MAXILLOFACIAL SURGERY",14
"3178","3178",43,"MEDICAL ONCOLOGY",44
"3179","3179",43,"NEPHROLOGY",94
"3180","3180",43,"NEUROLOGY",149
"3181","3181",43,"NEUROPSYCHIATRY",3
"3182","3182",43,"NEUROSURGERY",46
"3183","3183",43,"NUCLEAR MEDICINE",7
"3184","3184",43,"NURSE PRACTITIONER",29
"3185","3185",43,"OBSTETRICS/GYNECOLOGY",259
"3186","3186",43,"OCCUPATIONAL THERAPY",10
"3187","3187",43,"OPHTHALMOLOGY",182
"3188","3188",43,"OPTOMETRY",240
"3189","3189",43,"ORAL SURGERY (DENTIST ONLY)",23
"3190","3190",43,"ORTHOPEDIC SURGERY",199
"3191","3191",43,"OSTEOPATHIC MANIPULATIVE MEDICINE",1
"3192","3192",43,"OTOLARYNGOLOGY",85
"3193","3193",43,"PAIN MANAGEMENT",8
"3194","3194",43,"PATHOLOGY",126
"3195","3195",43,"PEDIATRIC MEDICINE",70
"3196","3196",43,"PHYSICAL MEDICINE AND REHABILITATION",33
"3197","3197",43,"PHYSICAL THERAPY",99
"3198","3198",43,"PLASTIC AND RECONSTRUCTIVE SURGERY",56
"3199","3199",43,"PODIATRY",87
"3200","3200",43,"PREVENTATIVE MEDICINE",7
"3201","3201",43,"PSYCHIATRY",336
"3202","3202",43,"PULMONARY DISEASE",111
"3203","3203",43,"RADIATION ONCOLOGY",39
"3204","3204",43,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",10
"3205","3205",43,"RHEUMATOLOGY",61
"3206","3206",43,"SLEEP LABORATORY/MEDICINE",4
"3207","3207",43,"SPEECH LANGUAGE PATHOLOGIST",3
"3208","3208",43,"SPORTS MEDICINE",2
"3209","3209",43,"SURGICAL ONCOLOGY",2
"3210","3210",43,"THORACIC SURGERY",28
"3211","3211",43,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",1
"3212","3212",43,"UROLOGY",105
"3213","3213",43,"VASCULAR SURGERY",36
"3214","3214",44,"ADDICTION MEDICINE",3
"3215","3215",44,"ALLERGY/IMMUNOLOGY",49
"3216","3216",44,"ANESTHESIOLOGY",162
"3217","3217",44,"AUDIOLOGIST",10
"3218","3218",44,"CARDIAC ELECTROPHYSIOLOGY",7
"3219","3219",44,"CARDIAC SURGERY",16
"3220","3220",44,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",217
"3221","3221",44,"CERTIFIED NURSE MIDWIFE",3
"3222","3222",44,"CERTIFIED REGISTERED NURSE ANESTHETIST",73
"3223","3223",44,"CHIROPRACTIC",76
"3224","3224",44,"CLINICAL NURSE SPECIALIST",9
"3225","3225",44,"CLINICAL PSYCHOLOGIST",176
"3226","3226",44,"CLINICAL SOCIAL WORKER",220
"3227","3227",44,"COLORECTAL SURGERY (PROCTOLOGY)",7
"3228","3228",44,"CRITICAL CARE (INTENSIVISTS)",9
"3229","3229",44,"DERMATOLOGY",104
"3230","3230",44,"DIAGNOSTIC RADIOLOGY",217
"3231","3231",44,"EMERGENCY MEDICINE",53
"3232","3232",44,"ENDOCRINOLOGY",55
"3233","3233",44,"FAMILY PRACTICE",379
"3234","3234",44,"GASTROENTEROLOGY",104
"3235","3235",44,"GENERAL PRACTICE",91
"3236","3236",44,"GENERAL SURGERY",200
"3237","3237",44,"GERIATRIC MEDICINE",14
"3238","3238",44,"GERIATRIC PSYCHIATRY",2
"3239","3239",44,"GYNECOLOGICAL ONCOLOGY",4
"3240","3240",44,"HAND SURGERY",8
"3241","3241",44,"HEMATOLOGY",11
"3242","3242",44,"HEMATOLOGY/ONCOLOGY",69
"3243","3243",44,"INFECTIOUS DISEASE",26
"3244","3244",44,"INTERNAL MEDICINE",489
"3245","3245",44,"INTERVENTIONAL CARDIOLOGY",10
"3246","3246",44,"INTERVENTIONAL PAIN MANAGEMENT",3
"3247","3247",44,"INTERVENTIONAL RADIOLOGY",2
"3248","3248",44,"MAXILLOFACIAL SURGERY",16
"3249","3249",44,"MEDICAL ONCOLOGY",28
"3250","3250",44,"NEPHROLOGY",71
"3251","3251",44,"NEUROLOGY",148
"3252","3252",44,"NEUROPSYCHIATRY",1
"3253","3253",44,"NEUROSURGERY",29
"3254","3254",44,"NUCLEAR MEDICINE",6
"3255","3255",44,"NURSE PRACTITIONER",23
"3256","3256",44,"OBSTETRICS/GYNECOLOGY",198
"3257","3257",44,"OCCUPATIONAL THERAPY",8
"3258","3258",44,"OPHTHALMOLOGY",174
"3259","3259",44,"OPTOMETRY",169
"3260","3260",44,"ORAL SURGERY (DENTIST ONLY)",26
"3261","3261",44,"ORTHOPEDIC SURGERY",179
"3262","3262",44,"OTOLARYNGOLOGY",86
"3263","3263",44,"PAIN MANAGEMENT",5
"3264","3264",44,"PATHOLOGY",97
"3265","3265",44,"PEDIATRIC MEDICINE",51
"3266","3266",44,"PERIPHERAL VASCULAR DISEASE",1
"3267","3267",44,"PHYSICAL MEDICINE AND REHABILITATION",21
"3268","3268",44,"PHYSICAL THERAPY",86
"3269","3269",44,"PHYSICIAN ASSISTANT",1
"3270","3270",44,"PLASTIC AND RECONSTRUCTIVE SURGERY",41
"3271","3271",44,"PODIATRY",66
"3272","3272",44,"PREVENTATIVE MEDICINE",5
"3273","3273",44,"PSYCHIATRY",303
"3274","3274",44,"PULMONARY DISEASE",83
"3275","3275",44,"RADIATION ONCOLOGY",30
"3276","3276",44,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",7
"3277","3277",44,"RHEUMATOLOGY",41
"3278","3278",44,"SLEEP LABORATORY/MEDICINE",1
"3279","3279",44,"SPEECH LANGUAGE PATHOLOGIST",5
"3280","3280",44,"SPORTS MEDICINE",1
"3281","3281",44,"SURGICAL ONCOLOGY",5
"3282","3282",44,"THORACIC SURGERY",29
"3283","3283",44,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",3
"3284","3284",44,"UROLOGY",98
"3285","3285",44,"VASCULAR SURGERY",22
"3286","3286",45,"ALLERGY/IMMUNOLOGY",48
"3287","3287",45,"ANESTHESIOLOGY",136
"3288","3288",45,"ANESTHESIOLOGY ASSISTANT",1
"3289","3289",45,"AUDIOLOGIST",12
"3290","3290",45,"CARDIAC ELECTROPHYSIOLOGY",1
"3291","3291",45,"CARDIAC SURGERY",13
"3292","3292",45,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",198
"3293","3293",45,"CERTIFIED NURSE MIDWIFE",2
"3294","3294",45,"CERTIFIED REGISTERED NURSE ANESTHETIST",54
"3295","3295",45,"CHIROPRACTIC",83
"3296","3296",45,"CLINICAL NURSE SPECIALIST",13
"3297","3297",45,"CLINICAL PSYCHOLOGIST",144
"3298","3298",45,"CLINICAL SOCIAL WORKER",173
"3299","3299",45,"COLORECTAL SURGERY (PROCTOLOGY)",6
"3300","3300",45,"CRITICAL CARE (INTENSIVISTS)",7
"3301","3301",45,"DERMATOLOGY",103
"3302","3302",45,"DIAGNOSTIC RADIOLOGY",190
"3303","3303",45,"EMERGENCY MEDICINE",55
"3304","3304",45,"ENDOCRINOLOGY",39
"3305","3305",45,"FAMILY PRACTICE",344
"3306","3306",45,"GASTROENTEROLOGY",93
"3307","3307",45,"GENERAL PRACTICE",107
"3308","3308",45,"GENERAL SURGERY",163
"3309","3309",45,"GERIATRIC MEDICINE",9
"3310","3310",45,"GERIATRIC PSYCHIATRY",3
"3311","3311",45,"GYNECOLOGICAL ONCOLOGY",5
"3312","3312",45,"HAND SURGERY",9
"3313","3313",45,"HEMATOLOGY",7
"3314","3314",45,"HEMATOLOGY/ONCOLOGY",60
"3315","3315",45,"INFECTIOUS DISEASE",29
"3316","3316",45,"INTERNAL MEDICINE",429
"3317","3317",45,"INTERVENTIONAL CARDIOLOGY",5
"3318","3318",45,"INTERVENTIONAL PAIN MANAGEMENT",4
"3319","3319",45,"INTERVENTIONAL RADIOLOGY",1
"3320","3320",45,"MAXILLOFACIAL SURGERY",9
"3321","3321",45,"MEDICAL ONCOLOGY",20
"3322","3322",45,"NEPHROLOGY",59
"3323","3323",45,"NEUROLOGY",104
"3324","3324",45,"NEUROSURGERY",33
"3325","3325",45,"NUCLEAR MEDICINE",5
"3326","3326",45,"NURSE PRACTITIONER",15
"3327","3327",45,"OBSTETRICS/GYNECOLOGY",197
"3328","3328",45,"OCCUPATIONAL THERAPY",8
"3329","3329",45,"OPHTHALMOLOGY",145
"3330","3330",45,"OPTOMETRY",131
"3331","3331",45,"ORAL SURGERY (DENTIST ONLY)",22
"3332","3332",45,"ORTHOPEDIC SURGERY",148
"3333","3333",45,"OSTEOPATHIC MANIPULATIVE MEDICINE",8
"3334","3334",45,"OTOLARYNGOLOGY",76
"3335","3335",45,"PAIN MANAGEMENT",3
"3336","3336",45,"PATHOLOGY",79
"3337","3337",45,"PEDIATRIC MEDICINE",31
"3338","3338",45,"PHYSICAL MEDICINE AND REHABILITATION",21
"3339","3339",45,"PHYSICAL THERAPY",57
"3340","3340",45,"PLASTIC AND RECONSTRUCTIVE SURGERY",27
"3341","3341",45,"PODIATRY",79
"3342","3342",45,"PREVENTATIVE MEDICINE",5
"3343","3343",45,"PSYCHIATRY",240
"3344","3344",45,"PULMONARY DISEASE",74
"3345","3345",45,"RADIATION ONCOLOGY",34
"3346","3346",45,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",5
"3347","3347",45,"RHEUMATOLOGY",48
"3348","3348",45,"SLEEP LABORATORY/MEDICINE",1
"3349","3349",45,"SPEECH LANGUAGE PATHOLOGIST",2
"3350","3350",45,"SPORTS MEDICINE",4
"3351","3351",45,"SURGICAL ONCOLOGY",5
"3352","3352",45,"THORACIC SURGERY",25
"3353","3353",45,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",2
"3354","3354",45,"UROLOGY",103
"3355","3355",45,"VASCULAR SURGERY",22
"3356","3356",46,"ADDICTION MEDICINE",2
"3357","3357",46,"ALLERGY/IMMUNOLOGY",29
"3358","3358",46,"ANESTHESIOLOGY",119
"3359","3359",46,"AUDIOLOGIST",10
"3360","3360",46,"CARDIAC SURGERY",20
"3361","3361",46,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",179
"3362","3362",46,"CERTIFIED REGISTERED NURSE ANESTHETIST",28
"3363","3363",46,"CHIROPRACTIC",91
"3364","3364",46,"CLINICAL NURSE SPECIALIST",7
"3365","3365",46,"CLINICAL PSYCHOLOGIST",107
"3366","3366",46,"CLINICAL SOCIAL WORKER",137
"3367","3367",46,"COLORECTAL SURGERY (PROCTOLOGY)",7
"3368","3368",46,"CRITICAL CARE (INTENSIVISTS)",2
"3369","3369",46,"DERMATOLOGY",95
"3370","3370",46,"DIAGNOSTIC RADIOLOGY",156
"3371","3371",46,"EMERGENCY MEDICINE",46
"3372","3372",46,"ENDOCRINOLOGY",49
"3373","3373",46,"FAMILY PRACTICE",259
"3374","3374",46,"GASTROENTEROLOGY",65
"3375","3375",46,"GENERAL PRACTICE",79
"3376","3376",46,"GENERAL SURGERY",163
"3377","3377",46,"GERIATRIC MEDICINE",4
"3378","3378",46,"GYNECOLOGICAL ONCOLOGY",8
"3379","3379",46,"HAND SURGERY",6
"3380","3380",46,"HEMATOLOGY",5
"3381","3381",46,"HEMATOLOGY/ONCOLOGY",52
"3382","3382",46,"INFECTIOUS DISEASE",20
"3383","3383",46,"INTERNAL MEDICINE",362
"3384","3384",46,"INTERVENTIONAL CARDIOLOGY",4
"3385","3385",46,"INTERVENTIONAL PAIN MANAGEMENT",2
"3386","3386",46,"INTERVENTIONAL RADIOLOGY",4
"3387","3387",46,"MAXILLOFACIAL SURGERY",4
"3388","3388",46,"MEDICAL ONCOLOGY",13
"3389","3389",46,"NEPHROLOGY",38
"3390","3390",46,"NEUROLOGY",90
"3391","3391",46,"NEUROPSYCHIATRY",1
"3392","3392",46,"NEUROSURGERY",29
"3393","3393",46,"NUCLEAR MEDICINE",10
"3394","3394",46,"NURSE PRACTITIONER",11
"3395","3395",46,"OBSTETRICS/GYNECOLOGY",158
"3396","3396",46,"OCCUPATIONAL THERAPY",4
"3397","3397",46,"OPHTHALMOLOGY",178
"3398","3398",46,"OPTOMETRY",135
"3399","3399",46,"ORAL SURGERY (DENTIST ONLY)",19
"3400","3400",46,"ORTHOPEDIC SURGERY",112
"3401","3401",46,"OSTEOPATHIC MANIPULATIVE MEDICINE",2
"3402","3402",46,"OTOLARYNGOLOGY",65
"3403","3403",46,"PAIN MANAGEMENT",1
"3404","3404",46,"PATHOLOGY",66
"3405","3405",46,"PEDIATRIC MEDICINE",40
"3406","3406",46,"PHYSICAL MEDICINE AND REHABILITATION",19
"3407","3407",46,"PHYSICAL THERAPY",60
"3408","3408",46,"PLASTIC AND RECONSTRUCTIVE SURGERY",43
"3409","3409",46,"PODIATRY",57
"3410","3410",46,"PREVENTATIVE MEDICINE",4
"3411","3411",46,"PSYCHIATRY",224
"3412","3412",46,"PULMONARY DISEASE",51
"3413","3413",46,"RADIATION ONCOLOGY",31
"3414","3414",46,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",5
"3415","3415",46,"RHEUMATOLOGY",23
"3416","3416",46,"SPEECH LANGUAGE PATHOLOGIST",6
"3417","3417",46,"SPORTS MEDICINE",3
"3418","3418",46,"SURGICAL ONCOLOGY",3
"3419","3419",46,"THORACIC SURGERY",16
"3420","3420",46,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",3
"3421","3421",46,"UROLOGY",76
"3422","3422",46,"VASCULAR SURGERY",23
"3423","3423",47,"ADDICTION MEDICINE",4
"3424","3424",47,"ALLERGY/IMMUNOLOGY",32
"3425","3425",47,"ANESTHESIOLOGY",99
"3426","3426",47,"AUDIOLOGIST",7
"3427","3427",47,"CARDIAC ELECTROPHYSIOLOGY",1
"3428","3428",47,"CARDIAC SURGERY",7
"3429","3429",47,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",155
"3430","3430",47,"CERTIFIED NURSE MIDWIFE",2
"3431","3431",47,"CERTIFIED REGISTERED NURSE ANESTHETIST",33
"3432","3432",47,"CHIROPRACTIC",73
"3433","3433",47,"CLINICAL NURSE SPECIALIST",14
"3434","3434",47,"CLINICAL PSYCHOLOGIST",75
"3435","3435",47,"CLINICAL SOCIAL WORKER",130
"3436","3436",47,"COLORECTAL SURGERY (PROCTOLOGY)",7
"3437","3437",47,"CRITICAL CARE (INTENSIVISTS)",1
"3438","3438",47,"DERMATOLOGY",91
"3439","3439",47,"DIAGNOSTIC RADIOLOGY",166
"3440","3440",47,"EMERGENCY MEDICINE",30
"3441","3441",47,"ENDOCRINOLOGY",32
"3442","3442",47,"FAMILY PRACTICE",234
"3443","3443",47,"GASTROENTEROLOGY",79
"3444","3444",47,"GENERAL PRACTICE",75
"3445","3445",47,"GENERAL SURGERY",131
"3446","3446",47,"GERIATRIC MEDICINE",6
"3447","3447",47,"GERIATRIC PSYCHIATRY",1
"3448","3448",47,"GYNECOLOGICAL ONCOLOGY",5
"3449","3449",47,"HAND SURGERY",10
"3450","3450",47,"HEMATOLOGY",2
"3451","3451",47,"HEMATOLOGY/ONCOLOGY",40
"3452","3452",47,"HOSPICE/PALLIATIVE CARE",4
"3453","3453",47,"INFECTIOUS DISEASE",14
"3454","3454",47,"INTERNAL MEDICINE",312
"3455","3455",47,"INTERVENTIONAL CARDIOLOGY",2
"3456","3456",47,"INTERVENTIONAL PAIN MANAGEMENT",4
"3457","3457",47,"INTERVENTIONAL RADIOLOGY",2
"3458","3458",47,"MAXILLOFACIAL SURGERY",6
"3459","3459",47,"MEDICAL ONCOLOGY",17
"3460","3460",47,"NEPHROLOGY",36
"3461","3461",47,"NEUROLOGY",83
"3462","3462",47,"NEUROSURGERY",30
"3463","3463",47,"NUCLEAR MEDICINE",3
"3464","3464",47,"NURSE PRACTITIONER",9
"3465","3465",47,"OBSTETRICS/GYNECOLOGY",119
"3466","3466",47,"OCCUPATIONAL THERAPY",5
"3467","3467",47,"OPHTHALMOLOGY",180
"3468","3468",47,"OPTOMETRY",97
"3469","3469",47,"ORAL SURGERY (DENTIST ONLY)",9
"3470","3470",47,"ORTHOPEDIC SURGERY",135
"3471","3471",47,"OTOLARYNGOLOGY",73
"3472","3472",47,"PAIN MANAGEMENT",7
"3473","3473",47,"PATHOLOGY",62
"3474","3474",47,"PEDIATRIC MEDICINE",28
"3475","3475",47,"PHYSICAL MEDICINE AND REHABILITATION",17
"3476","3476",47,"PHYSICAL THERAPY",30
"3477","3477",47,"PLASTIC AND RECONSTRUCTIVE SURGERY",23
"3478","3478",47,"PODIATRY",37
"3479","3479",47,"PREVENTATIVE MEDICINE",6
"3480","3480",47,"PSYCHIATRY",214
"3481","3481",47,"PULMONARY DISEASE",36
"3482","3482",47,"RADIATION ONCOLOGY",29
"3483","3483",47,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",2
"3484","3484",47,"RHEUMATOLOGY",19
"3485","3485",47,"SPEECH LANGUAGE PATHOLOGIST",2
"3486","3486",47,"SURGICAL ONCOLOGY",2
"3487","3487",47,"THORACIC SURGERY",16
"3488","3488",47,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",4
"3489","3489",47,"UROLOGY",96
"3490","3490",47,"VASCULAR SURGERY",20
"3491","3491",48,"ADDICTION MEDICINE",1
"3492","3492",48,"ALLERGY/IMMUNOLOGY",33
"3493","3493",48,"ANESTHESIOLOGY",68
"3494","3494",48,"AUDIOLOGIST",2
"3495","3495",48,"CARDIAC ELECTROPHYSIOLOGY",2
"3496","3496",48,"CARDIAC SURGERY",11
"3497","3497",48,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",127
"3498","3498",48,"CERTIFIED REGISTERED NURSE ANESTHETIST",20
"3499","3499",48,"CHIROPRACTIC",63
"3500","3500",48,"CLINICAL NURSE SPECIALIST",10
"3501","3501",48,"CLINICAL PSYCHOLOGIST",55
"3502","3502",48,"CLINICAL SOCIAL WORKER",104
"3503","3503",48,"COLORECTAL SURGERY (PROCTOLOGY)",5
"3504","3504",48,"CRITICAL CARE (INTENSIVISTS)",2
"3505","3505",48,"DERMATOLOGY",68
"3506","3506",48,"DIAGNOSTIC RADIOLOGY",111
"3507","3507",48,"EMERGENCY MEDICINE",17
"3508","3508",48,"ENDOCRINOLOGY",31
"3509","3509",48,"FAMILY PRACTICE",175
"3510","3510",48,"GASTROENTEROLOGY",69
"3511","3511",48,"GENERAL PRACTICE",84
"3512","3512",48,"GENERAL SURGERY",99
"3513","3513",48,"GERIATRIC MEDICINE",2
"3514","3514",48,"GERIATRIC PSYCHIATRY",2
"3515","3515",48,"GYNECOLOGICAL ONCOLOGY",7
"3516","3516",48,"HAND SURGERY",5
"3517","3517",48,"HEMATOLOGY",2
"3518","3518",48,"HEMATOLOGY/ONCOLOGY",30
"3519","3519",48,"HOSPICE/PALLIATIVE CARE",2
"3520","3520",48,"INFECTIOUS DISEASE",15
"3521","3521",48,"INTERNAL MEDICINE",263
"3522","3522",48,"INTERVENTIONAL CARDIOLOGY",3
"3523","3523",48,"INTERVENTIONAL PAIN MANAGEMENT",3
"3524","3524",48,"INTERVENTIONAL RADIOLOGY",2
"3525","3525",48,"MAXILLOFACIAL SURGERY",3
"3526","3526",48,"MEDICAL ONCOLOGY",13
"3527","3527",48,"NEPHROLOGY",36
"3528","3528",48,"NEUROLOGY",64
"3529","3529",48,"NEUROSURGERY",22
"3530","3530",48,"NUCLEAR MEDICINE",5
"3531","3531",48,"NURSE PRACTITIONER",8
"3532","3532",48,"OBSTETRICS/GYNECOLOGY",128
"3533","3533",48,"OCCUPATIONAL THERAPY",5
"3534","3534",48,"OPHTHALMOLOGY",134
"3535","3535",48,"OPTOMETRY",96
"3536","3536",48,"ORAL SURGERY (DENTIST ONLY)",11
"3537","3537",48,"ORTHOPEDIC SURGERY",116
"3538","3538",48,"OSTEOPATHIC MANIPULATIVE MEDICINE",2
"3539","3539",48,"OTOLARYNGOLOGY",58
"3540","3540",48,"PAIN MANAGEMENT",5
"3541","3541",48,"PATHOLOGY",48
"3542","3542",48,"PEDIATRIC MEDICINE",23
"3543","3543",48,"PHYSICAL MEDICINE AND REHABILITATION",14
"3544","3544",48,"PHYSICAL THERAPY",22
"3545","3545",48,"PLASTIC AND RECONSTRUCTIVE SURGERY",28
"3546","3546",48,"PODIATRY",27
"3547","3547",48,"PREVENTATIVE MEDICINE",1
"3548","3548",48,"PSYCHIATRY",215
"3549","3549",48,"PULMONARY DISEASE",42
"3550","3550",48,"RADIATION ONCOLOGY",20
"3551","3551",48,"RHEUMATOLOGY",21
"3552","3552",48,"SPEECH LANGUAGE PATHOLOGIST",3
"3553","3553",48,"SPORTS MEDICINE",3
"3554","3554",48,"SURGICAL ONCOLOGY",4
"3555","3555",48,"THORACIC SURGERY",16
"3556","3556",48,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",2
"3557","3557",48,"UROLOGY",63
"3558","3558",48,"VASCULAR SURGERY",14
"3559","3559",49,"ADDICTION MEDICINE",4
"3560","3560",49,"ALLERGY/IMMUNOLOGY",20
"3561","3561",49,"ANESTHESIOLOGY",63
"3562","3562",49,"AUDIOLOGIST",3
"3563","3563",49,"CARDIAC ELECTROPHYSIOLOGY",1
"3564","3564",49,"CARDIAC SURGERY",5
"3565","3565",49,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",125
"3566","3566",49,"CERTIFIED REGISTERED NURSE ANESTHETIST",10
"3567","3567",49,"CHIROPRACTIC",63
"3568","3568",49,"CLINICAL PSYCHOLOGIST",39
"3569","3569",49,"CLINICAL SOCIAL WORKER",73
"3570","3570",49,"COLORECTAL SURGERY (PROCTOLOGY)",3
"3571","3571",49,"CRITICAL CARE (INTENSIVISTS)",2
"3572","3572",49,"DERMATOLOGY",56
