,user,Unnamed: 0,X,review
5,Camille McCarthy,1777,1776,"A very well-written piece of trash, in my opinion. I was really grossed out by a lot of the descriptions and just the thought that he wrote this made me want to throw up. There were a lot of puns and the descriptions were full of clever wordplay but in the end the book wasn't even that exciting. The plot was pretty boring, really, after the first half when he is on his first trip around the US staying at motels with Lolita. After that it became pretty flat and even the climax at the end was so boring I almost fell asleep reading it. I don't understand how people can say this book is about love, because first off he treats Lolita like an object, not a real person with feelings, and second she hates him! Even the main character, Humbert Humbert, admits he ruined her childhood. It is not about love, it is about the disgusting sick urges of an entitled man who uses everyone around him to get what he wants. I quite enjoyed ""Pnin"" much more than this book, because the plot was engaging, the language was clever and full of puns, and the characters were interesting. It is sad that ""Lolita"" is Nabokov's most well-known work because it is not even very good compared to his other works. "
5,Yasmin,1778,1777,My heart was a hysterical unreliable organ.
5,Leila,1780,1779,Obviously I've been expecting too much from this book - since I wasn't very thrilled while reading it or when I finished it. 
5,Kendall,1785,1784,"2.5 stars. I thought it was a cop out that Lolita herself was so dislikable, and the big reveal at the end felt pretty meaningless because the other character featured in the denouement had made no impression on me earlier in the book."
5,Mariana,1786,1785,after it climaxed (pun intended) it fell short (pun intended). 
5,Adina Nita,1789,1788,"Very interesting book, so different from the other books I have read before. You end up feeling sorry for Humbert, because despite his efforts to make Lolita falling for him, he is rejected."
5,Angelica,1792,1791,"This book is very hard to give a review to. Although i love creepy and twisted plots in novels, i felt like the way this story was told could have been more powerful in a different way. The vocabulary Vladimir used in this novel was too distracting and took away from my reading experience. This book may have been a little to advanced for my liking. However, i still believe this book has potential in my future, i do want to re read it and put more effort in understand some of Humbert's explanations fro being so obsessive over nymphets, more specifically Lolita. "
5,Nelleke,1795,1794,"Ik kan me voorstellen dat dit boek het een en ander aan ophef had veroorzaakt toen het in de jaren 50 werd uitgebracht. Maar een boek over een controversieel onderwerp hoeft nog niet meteen een goed boek te zijn, ook al staat het vol met literaire hoogstaande zinnen. Bij het lezen van het voorwoord van Joost Zwagerman en Rudy Kousbroek had ik het al kunnen weten dat dit niet mijn type boek was. Dat zijn namelijk niet mijn type schrijvers. En dit boek is gewoon niet mijn type boek"
5,Kas Garza,1798,1797,"okay, so I stopped reading 20 thousand leagues under the sea (again) because I just can't even (don't tell Clint I said that.)I am now reading Lolita and almost done with it. Now that I've got a blog, I realize I should probably make more time to read. BUT I'M SO BUSY. "
5,Meg Chee,1802,1801,Started out well but it got so boring that I barely read the ending.
5,Georgina Taylor,1803,1802,"I didn't really enjoy this book, since I found the writing and metaphors that Nabokov had used very advanced and difficult. This book was definitely a stretch book. I choose it since I had heard a lot about it and it sounded interesting."
5,catalina,1804,1803,starts out good. the main character is neurotic and you have a natural drive to find out just how perverted and sicko he is...but then it takes way too long--and the character gets irritating. Never finished this book--if it don't provide put it to the side. 
5,Stephanie Adams,1806,1805,"An interesting book, but way to disturbing."
5,Bindu,1809,1808,the description and the story told from the point of view of a ... [finding it difficult to get the right word!!] is good. There seems to be a need to classify the human species further into sub categories... depending on their modification in pheno-typical perception of the people in the world! 
5,Laurie Frazier,1816,1815,"Had to read for college - not my favorite, although intriguing."
5,Jesse,1825,1824,"You'll hear everyone else say this. That whole ""The subject was awful but it was so beautifully written."" I tend to agree. But was it a good book?Not so much. If you're looking to read something that makes you feel good, or something that expands your mind, or something that leaves you thinking, then find something else. I was impressed by the prose and have a lot of respect for the man who wrote it, I suppose, but I guess I don't get *why.*I've come to the conclusion that had anyone else written it, or had this not been written as lovingly as it was, then the reviews would plummet. It'd be ""just a story about some self-hating pedophile.""So if I can write a story about someone engaged in a romantic relationship with a tortoise, will it be accepted as long as I write it awesomely? Get outta here.Overall this book had its moments, but in the end it left a bad taste in my mouth. I didn't feel like I'd grown, or that I'd learned something. I didn't even feel ""more cultured"" or whatever because it was a book that everyone else read. I just felt kinda relieved that it was over."
5,Maťa,1826,1825,"2,5/5Začiatok (povedzme necelých sto strán) bol úplne skvelý. Posledných cca 70 strán bolo fajn. Zvyšok bola nuda. Lolita mi liezla na nervy, ale Humbert ešte niekoľkonásobne viac. Proste časom ma strašne štval. Už len kvôli tej jeho príšernej žiarlivosti. Pozitívom je ale to, že autor píše naozaj veľmi dobre (čo ale nestačí), aj keď som sa miestami strácala. Je to ale škoda, do tejto knihy som vkladala obrovské nádeje, bola som na ňu naozaj zvedavá. "
