,,Unnamed: 0,X,review,user
2,1884,1884,,"I'm going to be shot to pieces by the literary world for giving this two stars, but I CANNOT rate highly a book that makes me feel physically ill while reading it. It's an excellent story, no bones about it, but finishing it, squirming in my seat, was like pulling out armpit hair, one at a time.",Tammi Doyle
2,1885,1885,,"Orwell, 1984. Orwell- a father of ‘’’Big brother’ term. Something makes me think that 1984, as well as Animal farm, where an ordered books after all. This feeling keeps with me through the book and I can’t get rid of it. Now I think it would be better if I didn’t read it, I would have a better opinion on Orwell.",Paul Francevs
2,1886,1886,,تصویری از یک جامعه بسته، درد و رنج، و قدرتی که جذابیتش در حدی هست که هر چیزی که سر راهش قرار بگیره رو نابود کنه... 1984 از این جهت که کتابی برای همه ی زمان هاست، و بااینکه سال ها قبل نوشته شده هنوز در مورد عصر امروز هم صدق می کنه، یک شاهکار ادبی هست اما در دسته رمان ها جذابیت زیادی از جهت دنبال کردن نداشت. ریتم کتاب کند و یکنواخت بود و کشش کمی را در خواننده از جهت دنبال کردن کتاب ایجاد می کند.در مجموع کتاب 1984 در دسته بندی کتاب های ژانر سیاسی-اجتماعی، ارزش یک بار خواندن را دارد.,Sara Kamjou
2,1888,1888,,I was lead to expect some hammer-throwing from this book.... it did not happen.,Zoe
2,1891,1891,,"I thought the book was fascinating to read because of the concept: in the not so distant future the world as dissolved into 3 super powers where everybody shares the collective belief that Big Brother sells. The Party rules by making the past obsolete and making people believe the propaganda over what their own minds tell them. The book is written in an almost chilling way that makes you believe this is something that could actually happen. My biggest problem with the book is that, even though it's an interesting concept, there is a huge lack of action. The story is often Winston just talking about the Party beliefs and how he doesn't agree with it, but he can't actually say or do anything in revolt. Even when there is a little bit of action, like when Winston and Julia join the Brotherhood, it's still mostly a lot of explaining and discussing how the Party works. I felt like I was reading the ideology of a culture and honestly, there's only so much of that I can take.So, am I happy that I read the book? Yes, I am. Like I said, it proposes a very interesting idea of what happens when we as a society follow blindly that what we are told be the people in power. Will I ever read this book again? No. It's too slow moving for my tastes. ",Micah
2,1893,1893,,"1984 is a great example of a ""must read"" novel. It's really a great book, but sometimes I feel it's more of an essay than a classic book. Well yeah... What I really like it though it's the themes of this novel: The Danger of Totalitarian government, psychological manipulation, and whatnot. I really appreciate it, so that I could also reflect into it, and compare to today's society. Haha. I guess the concept of 1984 really did happened.",IFlyPandas
2,1896,1896,,"Parts entertaining, but too many slow, dull parts ",Paula
2,1898,1898,,Poorly structured!!,Ayoub Namour
2,1899,1899,,"I think my biggest problem with this book was that I was expecting an action/adventure book, and 1984 doesn't have much action in it. It really struck me as being more of a philosophy book. It gave me a lot to think about, and it did a good job of painting a picture of what the world would look like with a super oppressive government. It was definitely interesting, but if you're looking for action, I wouldn't recommend this book.",Eric Bingham
2,1900,1900,,"So didn't actually finish it, I just couldn't do it. Got about 2/3 of the way through it and still found no redeeming value to it. Communism is bad I get it. The characters have no morals and I think that is what turned me off to the book. The wouldn't be able to succeed without them.Hey maybe I did learn something!",Callie
